C,Si,Mn,Cr,Sn,Cu,Ni,Mo,thickness ,ferrite,perlite ,carbides ,martensite ,ausferrite ,austenite ,copper,CLASS,perlit,węgliki,martenzyt,ausferryt,austenit,Wolna miedź,SUMA,ferryt,perlit,węgliki,martenzyt,ausferryt,austenit,Wolna miedź,kontrolka,,ferryt,ferryt,perlit,węgliki,martenzyt,ausferryt,austenit,Wolna miedź,
3.95,2.12,0.04,0,0,2.05,0,1.39,24,0,0,2,0,98,0,0,AF,2.822992,5.45036,0.00047,100.0000,0.14428,0.002200,108.42030,0,3,5,0,92,0,0,100,,0.019342,0.019342,2.822992,5.45036,0.00047,100.0000,0.14428,0.002200,108.43964
3.44,2.68,0.04,0,0,1.49,0,1.7,3,0,15,13,0,72,0,0,AF,3.982670,5.64154,2.15995,100.0000,0.03409,0.003010,111.82126,0,4,5,2,89,0,0,100,,0.024050,0.024050,3.982670,5.64154,2.15995,100.0000,0.03409,0.003010,111.84531
3.44,2.68,0.04,0,0,1.49,0,1.7,6,0,6,4,0,90,0,0,AF,3.874190,3.47502,1.79229,100.0000,0.03296,0.003184,109.17765,0,4,3,2,92,0,0,100,,0.023592,0.023592,3.874190,3.47502,1.79229,100.0000,0.03296,0.003184,109.20124
3.44,2.68,0.04,0,0,1.49,0,1.7,12,0,5,3,0,92,0,0,AF,3.512352,2.43707,1.26841,100.0000,0.02698,0.003870,107.24868,0,3,2,1,93,0,0,100,,0.017929,0.017929,3.512352,2.43707,1.26841,100.0000,0.02698,0.003870,107.26661
3.44,2.68,0.04,0,0,1.49,0,1.7,24,0,10,2,0,88,0,0,AF,2.934330,1.54856,0.65052,100.0000,0.01783,0.006728,105.15797,0,3,1,1,95,0,0,100,,0.009022,0.009022,2.934330,1.54856,0.65052,100.0000,0.01783,0.006728,105.16699
3.54,2.64,0.04,0,0,1.96,0,1.67,3,0,4,2,0,94,0,0,AF,2.566491,5.14569,1.67056,100.0000,0.05532,0.018300,109.45636,0,2,5,2,91,0,0,100,,0.007907,0.007907,2.566491,5.14569,1.67056,100.0000,0.05532,0.018300,109.46427
3.54,2.64,0.04,0,0,1.96,0,1.67,6,0,7,3,0,90,0,0,AF,2.495944,3.29430,1.36327,100.0000,0.05302,0.019717,107.22624,0,2,3,1,93,0,0,100,,0.007533,0.007533,2.495944,3.29430,1.36327,100.0000,0.05302,0.019717,107.23378
3.54,2.64,0.04,0,0,1.96,0,1.67,12,0,9,3,0,88,0,0,AF,2.294833,2.35798,0.92955,100.0000,0.04302,0.023995,105.64937,0,2,2,1,95,0,0,100,,0.005620,0.005620,2.294833,2.35798,0.92955,100.0000,0.04302,0.023995,105.65499
3.54,2.64,0.04,0,0,1.96,0,1.67,24,0,4,2,0,94,0,0,AF,2.051853,1.54430,0.44424,100.0000,0.02752,0.037234,104.10515,0,2,1,0,96,0,0,100,,0.002947,0.002947,2.051853,1.54430,0.44424,100.0000,0.02752,0.037234,104.10810
3.57,2.6,0.03,0,0,1.01,0,1.71,3,0,4,2,0,94,0,0,AF,5.062334,9.32739,1.28231,100.0000,0.02915,0.000268,115.70145,0,4,8,1,86,0,0,100,,0.067752,0.067752,5.062334,9.32739,1.28231,100.0000,0.02915,0.000268,115.76920
3.57,2.6,0.03,0,0,1.01,0,1.71,6,0,11,3,0,86,0,0,AF,5.080951,4.48960,1.07737,100.0000,0.03145,0.000274,110.67965,0,5,4,1,90,0,0,100,,0.076501,0.076501,5.080951,4.48960,1.07737,100.0000,0.03145,0.000274,110.75615
3.57,2.6,0.03,0,0,1.01,0,1.71,12,5,13,4,0,78,0,0,AF,4.685252,3.02746,0.80055,100.0000,0.02873,0.000328,108.54232,0,4,3,1,92,0,0,100,,0.063852,0.063852,4.685252,3.02746,0.80055,100.0000,0.02873,0.000328,108.60617
3.57,2.6,0.03,0,0,1.01,0,1.71,24,6,12,3,0,79,0,0,AF,3.791097,2.11972,0.43763,100.0000,0.02287,0.000607,106.37192,0,4,2,0,94,0,0,100,,0.033980,0.033980,3.791097,2.11972,0.43763,100.0000,0.02287,0.000607,106.40590
3.38,2.56,0.04,0,0,2.4,0,1.68,3,0,5,2,0,93,0,0,AF,1.607722,4.12211,0.58836,100.0000,0.10142,0.092812,106.51243,0,2,4,1,94,0,0,100,,0.002556,0.002556,1.607722,4.12211,0.58836,100.0000,0.10142,0.092812,106.51499
3.38,2.56,0.04,0,0,2.4,0,1.68,6,0,3,1,0,96,0,0,AF,1.562535,3.16499,0.47422,100.0000,0.09570,0.102635,105.40009,0,1,3,0,95,0,0,100,,0.002274,0.002274,1.562535,3.16499,0.47422,100.0000,0.09570,0.102635,105.40236
3.38,2.56,0.04,0,0,2.4,0,1.68,12,0,5,1,0,94,0,0,AF,1.473558,2.50644,0.31153,100.0000,0.07988,0.126428,104.49783,0,1,2,0,96,0,0,100,,0.001646,0.001646,1.473558,2.50644,0.31153,100.0000,0.07988,0.126428,104.49948
3.38,2.56,0.04,0,0,2.4,0,1.68,24,0,6,2,0,92,0,0,AF,1.414316,1.83224,0.13767,100.0000,0.05472,0.184722,103.62366,0,1,2,0,97,0,0,100,,0.000878,0.000878,1.414316,1.83224,0.13767,100.0000,0.05472,0.184722,103.62454
2.73,2.1,0.038,0.53,0,2.41,0,1.75,3,0,0,3,0,97,0,0,AF,3.995293,4.73985,0.01490,100.0000,0.05091,0.082830,108.88379,0,4,4,0,92,0,0,100,,0.000980,0.000980,3.995293,4.73985,0.01490,100.0000,0.05091,0.082830,108.88477
2.73,2.1,0.038,0.53,0,2.41,0,1.75,6,0,5,4,0,91,0,0,AF,3.836823,4.19459,0.01227,100.0000,0.04878,0.099381,108.19184,0,4,4,0,92,0,0,100,,0.000810,0.000810,3.836823,4.19459,0.01227,100.0000,0.04878,0.099381,108.19265
2.73,2.1,0.038,0.53,0,2.41,0,1.75,12,0,4,4,0,92,0,0,AF,3.555034,3.66424,0.00846,100.0000,0.04491,0.143390,107.41603,0,3,3,0,93,0,0,100,,0.000548,0.000548,3.555034,3.66424,0.00846,100.0000,0.04491,0.143390,107.41658
2.73,2.1,0.038,0.53,0,2.41,0,1.75,24,0,3,3,0,94,0,0,AF,3.198480,3.11839,0.00428,100.0000,0.04018,0.281204,106.64254,0,3,3,0,94,0,0,100,,0.000275,0.000275,3.198480,3.118395,0.004279,100.0000,0.040183,0.281204,106.64282
3.59,2.08,0.026,0.28,0,2.43,0,1.75,3,0,2,2,0,96,0,0,AF,2.690987,5.756064,0.056787,100.0000,0.059743,0.006590,108.57017,0,2,5,0,92,0,0,100,,0.005924,0.005924,2.690987,5.756064,0.056787,100.0000,0.059743,0.006590,108.57609
3.59,2.08,0.026,0.28,0,2.43,0,1.75,6,0,5,2,0,93,0,0,AF,2.648971,3.776682,0.042536,100.0000,0.061415,0.007725,106.53733,0,2,4,0,94,0,0,100,,0.005494,0.005494,2.648971,3.776682,0.042536,100.0000,0.061415,0.007725,106.54282
3.59,2.08,0.026,0.28,0,2.43,0,1.75,12,0,7,3,0,90,0,0,AF,2.484276,3.043128,0.024474,100.0000,0.058339,0.011389,105.62161,0,2,3,0,95,0,0,100,,0.003818,0.003818,2.484276,3.043128,0.024474,100.0000,0.058339,0.011389,105.62542
3.59,2.08,0.026,0.28,0,2.43,0,1.75,24,0,8,3,0,89,0,0,AF,2.295759,2.725304,0.008095,100.0000,0.054461,0.026515,105.11013,0,2,3,0,95,0,0,100,,0.001760,0.001760,2.295759,2.725304,0.008095,100.0000,0.054461,0.026515,105.11189
